chapter_name,link,qns,ans
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-12-1949,"Mary buys some bags and dolls. Each doll cost $35 and each bag cost $50. She spends an equal amount of money on the bags and the dolls. If there are 9 more dolls than bags, how many bags did she buy?",21
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-13-1953,"There are a certain number of pupils in a class. If George is excluded, the ratio of the number of boys to girls in the class would be 4:1. If Kelly is excluded, the ratio of the number of boys to girls in the class would be 5:1. How many students are there in the class?",31
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-13-1954,"A basket had a certain number of apples and oranges. If 3 apples are taken out of the basket, the ratio of the number of apples to oranges becomes 2 : 1. If 3 oranges are taken out of the basket, the ratio of the number of apples to oranges becomes 3 : 1. How many fruits are there in the basket?",39
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-13-1955,A group of students played hop scotch with each other. Each student played once with each other. John played with 4 times as many boys as girls. Mary played with 5 times as many boys as girls. What is the difference in the number of boys and girls? ,19
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-13-1956,"Jake and Robert have some money. If Jake spends $16, the ratio of Jake’s money to Robert’s money becomes 1:5. If Robert spends $16, the ratio of Jake’ money to Robert’s money becomes 1:2. (a) How much money has Jake? (b) How much money has Robert?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","32,80"
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-14-1957,"Jake and Robert have some money. If Jake gives $16 to Robert, the ratio of Jake’s money to Robert’s money becomes 1:6. If Robert gives $16 to Jake, the ratio of Jake’s money to Robert’s money becomes 3:4. (a) How much money has Jake? (b) How much money has Robert?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","32,80"
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-14-1958,"Jake and Robert have some money. If Jake gives $16 to Robert, the ratio of Jake’s money to Robert’s money becomes 1:6. If Robert gives $10 to Jake, the ratio of Jake’ money to Robert’s money becomes 3:5. (a) How much money has Jake? (b) How much money has Robert?   Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12","32,80"
Ratio,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-think-units-and-you-re-on-your-way-ratio-exercise-14-1959,"Jake and Robert have some money. If Jake gives $24 to Robert, the ratio of Jake’s money to Robert’s money becomes 5:23. If Robert gives $16 to Jake, the ratio of Jake’s money to Robert’s money becomes 5:9. (a) How much money has Jake? (b) How much money has Robert?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12  ","64,160"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-1-1066,"John always spends 20% of his monthly salary and saves the rest. After a pay increment of 10%, his monthly expenditure increases by $150. (a) What was his monthly income before the pay increment? (b) How much was his savings after the pay increment?   Notes to students: ","7500,6600"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-1-1067,"Gina saves exactly 60% of her salary every month. Her salary for the month of September was 20% less than her salary for the month of August. As a result, she spent $360 less in September as compared to the previous month. What was her expenditure in August? ",1800
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-1-1068,"Carol would always use 20% of her monthly salary to fund her daughter’s music classes. She received 40% less salary in May as compared to April. As a result, the amount of money that she used for music classes in May was $120 less as compared to that in April. How much money did she use to fund her daughter's music classes in April?",300
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-2-1069,"The original price of a pair of shoes is $200. During a sale, a shop decided to sell it at a discount of 30%. Eric paid for the pair of shoes with 2 $100 notes and received a change of $50.20 What was the tax levied on the pair of shoes?   Notes to students: ",9.80
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-2-1072,"The actual price of a shoe rack in a furniture shop was $32. Samson was given a discount of 12% on buying 2 such shoe racks. However, the shop levied a GST of 15% on the discounted price. Samson gave the cashier $100. If the shop's policy was to round the change off to the nearest cent, how much change was the cashier supposed to give back to Samson?   Notes to students: ",35.23
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-2-1074,"The actual price of a chandelier was $27500. In a year-end clearance sale, Harrison bought one at 70% of the actual price. However, he had to pay a GST of 6% on the price at which he got the chandelier. Inclusive of GST, how much did Harrison end up paying for the chandelier?   ",20405
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-2-1075,"Kathy shopped for goods worth a total of $1880 from a supermarket. A discount of 18% was offered on the total bill. However, Kathy had to pay a GST of 5% on the discounted price. Kathy handed over three $500 notes at the billing counter. How much more was she asked to pay?   Notes to students: ",118.68
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-3-1077,"Demi, Zenith and Shirley bought a present for Charlie. Demi paid $60 for the present while Zenith and Shirley paid the rest. If Demi pays $12 less for the present, the total amount paid by Zenith and Shirley will increase by 6%. How much does the present cost?  ",260
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-3-1078,"Schools A and B decided to share the cost of developing a garden in the vicinity. School A contributed $276. If school A had contributed $81 less, the amount of money that school B would need to pay would increase by 25%. What was the amount of money needed to develop the garden?",600
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-3-1079,"There are 2033 people watching a volleyball match. Out of all these people watching the volleyball match, if 1365 of them move to watch a basketball match in a court nearby, the number of people watching basketball would increase by 105%. What is the total number of people watching both the games?   ",3333
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-3-1080,"Wagon X is loaded with 3456 bags of sand. After all the bags of sand from wagon X are shifted to wagon Y, the number of sand bags in wagon Y will increase by 72%. Calculate the difference in the number of sand bags in the two wagons at first.",1344
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-3-1081,"Liza had 174 teddy bears. After she gave away 74 teddy bears to her sister, the number of teddy bears that her sister had, increased by 370%. How many teddy bears did they have altogether?",194
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-4-percentage-increase-decrease-by-1086,"In a zoo, there were 1200 animals. 70% of these were herbivores and the rest were carnivores. A few days later, a certain number of carnivores and herbivores were transported to the zoo. This caused the number of herbivores to increase by 120%. As a result, 20% of all the animals in the zoo are carnivores. (a) How many carnivores were added to the zoo ? (b) If 80% of the initial number of animals were herbivores instead, how many carnivores were added to the zoo?    Notes to students: ","102,288"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-4-percentage-increase-decrease-by-1088,"In a bakery, there were a total of 900 cakes and cookies. 70% of them were cakes. After some of the items were sold, the number of cakes decreased by 20%. In the end, 10% of the items in the bakery are cookies. (a) How many cookies were sold in all? (b) If the selling price of a cookie is $1.50 a piece, how much was collected from the sale of the cookies?   Notes to students: ","214,321"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-4-percentage-increase-decrease-by-1089,"Helena had 1500 stamps in her album. She had only Indian and Australian stamps. 30% of these were Australian stamps. She visited an exhibition and purchased some new Indian and Australian stamps. Subsequently, the number of Indian stamps that she had increased by 20%. Eventually, 40% of the total number of stamps in Helena's album are Australian stamps. (a) How many Australian stamps does Helena have in her collection now? (b) How many Australian stamps did she buy?   Notes to students:","840,390"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-5-percentage-increase-decrease-by-1090,"80% of the passengers on a train were adults. At Tedddyham station, 510 passengers boarded the train and 90 passengers alighted. After that, the number of adults increased by 25% and the number of children increased by 200%. How many adults are on the train now?",700
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-5-percentage-increase-decrease-by-1091,"In the morning, 70% of the butterflies in a butterfly park were yellow coloured and the rest were brown coloured. Over the next few hours, 80 more butterflies came into the park. With the addition, the number of yellow butterflies went up by 20% and the number of brown butterflies increased by 120%. Find out the number of butterflies in the butterfly park now.",240
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-5-percentage-increase-decrease-by-1092,"On the first day of a two-day seminar, 30% of the participants were women. On the second day, there were 174 less participants as compared to day one. There were 60% less women and 24% less men on the second day. Find the number of participants on the, (a) first day of the seminar. (b) second day of the seminar.   Notes to students:","500,326"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-6-1093,"John's monthly salary is $2000. He spends 10% of his salary on the household, 50% of the remainder on mortgage payments and saves the rest. Subsequently he had a pay increment. Now, the total amount of his mortgage payments and household expenditures is still the same as before but it makes up 40% of his new salary. What was the percentage increase in his salary?   Notes to students:",37.5
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-6-1096,"In January, Mrs Smith gave Karen $3600. Karen spent 35% of the sum on shopping, 15% on paying her bills and saved the rest. In February, Mrs Smith increased the amount she gave to Karen. Karen now spent the same amount on shopping and increased the amount she spent on paying her bills by 50%. If Karen saved the remaining 60% of the sum given to her in February, (a) what was the percentage increase in the sum of money given to her in February as compared to January? (b) how much more did Karen save in February than January?   Notes to students: ","43.75,1305"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-6-1099,"A children’s play school functioned on a monthly budget of $5000. It would spend 65% of this on toys, 20% on food and the rest on maintenance of the premises. Due to financial constraints, the budget that the play school had in the following month was slightly less. It spent the same amount on food, but reduced the amount spent on toys by $750. The remaining 12.5% of the amount was spent on maintenance work. What was the percentage reduction in the monthly budget?   ",20
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-6-1100,"A botanical garden in the heart of the city needed $5600 every month for its upkeep. 15% of the amount would be required for purchasing new saplings, 50% on procurement of manure for the plants and the remaining on paying the salaries of the gardeners. This month, the amount sanctioned for the upkeep was increased. $700 more was spent on getting new saplings. The amount spent on manure remained unchanged. The remaining 50% was used for the salaries of the gardeners. What was the percentage increase in the amount of money that the garden had for its upkeep this month?",55
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-7-percentage-increase-decrease-to-1102,"In the month of May this year, a mobile showroom had 3200 smartphones. 55% of these were brand 'A' smartphones. In the month of June, the showroom received a certain quantity of brand 'A' smartphones. As a result, the percentage of brand 'A' smartphones increased to 60%. (a) How many brand 'A' smartphones did the showroom receive? (b) Find the total number of smartphones in the showroom in the month of June.   Notes to students:","400,3600"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-7-percentage-increase-decrease-to-1103,"A huge fish tank had 1200 fishes. 8% of them were goldfish. A few days later, more goldfish were added to the fish tank. Subsequently, the percentage of goldfish increased to 20%. Find the number of goldfish added to the fish tank.",180
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-7-percentage-increase-decrease-to-1104,"A spaceship landed on Earth. There were 200 aliens on board the spaceship. 40% of them were green aliens and the rest were red aliens. Some red aliens left the spaceship and stayed behind on Earth. Subsequently, the number of red aliens on board the spaceship reduced to 20% of the total number of aliens on board the spaceship. (a) How many green aliens were on board ? (b) Find the total number of aliens on board the spaceship after it left Earth?   Notes to students: ","80,100"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-8-percentage-increase-decrease-by-1106,"The number of buses travelling on route A to the number of buses travelling on route B is in the ratio 1:3. The number of buses on route A was increased by 80%. (a) By what percentage must the number of buses on route B be decreased so that the same number of buses run on both routes? (b) If the number of buses on route A increased by 500% from the original amount instead, by what percentage must the number of buses on route B be increased so that there are 20% more buses on route B than on route A?   Notes to students: ","40,140"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-8-percentage-increase-decrease-by-1108,"Ricky and James cycle to a nearby Town. Initially, the ratio of the speed of Ricky to James was in the ratio of 5:8. After a while, Ricky increased his speed by 40%. James decreases his speed such that he had the same speed as Ricky in the end. Find James' percentage decrease in speed.   Notes to students:",12.5
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-8-percentage-increase-decrease-by-1111,"Anna and Liz had some toys in the ratio of 2:5. Anna's father buys a few more toys for her. As a result, the number of toys that Anna has increases by 75%. (a) Liz gave away some toys such that she now has the same number of toys as Anna. What is Liz's percentage decrease in her number of toys? (b) If Anna had 70 toys in the end, how many toys did Liz have at first?   Notes to students: ","30,100"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-9-percentage-and-grouping-1112,The cost of a mattress is $12. A pillow costs 75% less than a mattress. Betty paid $462 for some pillows and mattresses. 60% of what she bought were mattresses. (a) How many pillows did she buy? (b) How much did Betty pay for the mattresses?   Notes to students: ,"22,396"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-9-percentage-and-grouping-1113,"A kilogram of potatoes cost $2. A kilogram of onions costs twice as much as a kilogram of potatoes. Molly paid $48 for some onions and potatoes. Of the total mass of onions and potatoes, 20% were onions. How many more kilograms of potatoes than onions did Molly buy?",12
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-9-percentage-and-grouping-1114,"Nixon charges $1 for dry cleaning a shirt. He charges 300% more for dry cleaning a jacket. In a day, Nixon earns $392 by dry cleaning some shirts and jackets. 75% of what he dry cleans are shirts. In a day, how much more money does Nixon earn by dry cleaning jackets than by dry cleaning shirts?   ",56
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-10-1117,"Ron is 70% as tall as Harry. Harry is 48 cm taller than Ron. (a) What is Ron's height? (b) If John's height is 25% more than Ron's height, how tall is John? (c) A third individual Mary, is 10% taller than John. How much taller is Mary compared to Ron?   Notes to students: ","112,140,42"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-10-1119,"Stable A has 40% as many horses as stable B. Stable B has 144 more horses than stable A. (a) How many horses does stable A have? (b) If the cost of 1 horse is $75, what is the total value of all the horses in stable B?   Notes to students: ","96,18000"
Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-percentage-if-you-understand-this-you-re-awesome-percentage-exercise-10-1121,The journey to town A costs 35% less than the journey to town B. The journey to town B costs $140. (a) How much does a person pay for a journey to town A? (b) 3 people wanted to travel to town A and 4 people wanted to travel to town B. How much would they have to pay in total?   Notes to students:,"91,833"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-1-1142,"An album had some Indian, Japanese and Korean stamps. For every 3 Indian stamps, there were 4 Japanese stamps. Also, the ratio of the number of Japanese stamps to Korean stamps is 3:4. After 1281 Indians stamps were added to the album , the number of Indian stamps became5757of the total number of stamps in the album. (a) What is the ratio of the number of Indian to Japanese to Korean stamps in the album at first? (b) Find the total number of Japanese and Korean stamps in the album.  Notes to students:  ","16,588"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-1-1143,"The ratio of the number of students in school A to the number of students in school B was 4:5. The ratio of the number of students in school B to the number of students in school C was 6:7. After 1302 students joined school C, school C would have11201120of the total number of students in all the three schools. (a) What is the ratio of the number of students in school A to school B to school C at first? (b) Find the total number of students in all the three schools at first.   Notes to students ","35,3738"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-1-1144,"A fruit stall has some mangoes, apples and oranges. The ratio of the number of mangoes to that of apples is 2:3. The ratio of the number of apples to that of oranges is 4:5. (a) What is the ratio of the number of mangoes to apples to oranges? (b) After some oranges were sold,1515of the remaining fruits were oranges. If 60 oranges were sold, determine the total number of fruits that the stall had in the beginning. (c) How many oranges were there at first?   Notes to students:  ","15,210,90"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-1-1145,"A car showroom has 3 types of cars. They are Mercedes, Bentley and Rolls Royce. For every 4 Mercedes, there are 5 Bentley cars. For every 4 Bentley cars, there are 5 Rolls Royce cars. (a) What is the ratio of the number of Mercedes cars to Bentley cars to Rolls Royce cars ? (b) The showroom sold 21 Rolls Royce cars and as a result, the percentage of Rolls Royce cars became 331313% of the total number of cars in the showroom. How many cars were there in the showroom at first? (c) How many of these were Bentley cars?   Notes to students:  ","25,183,60"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-2-1146,"Mary and Joseph had a total of 450 sea shells. Mary gave2525of her sea shells to Bella and Joseph lost 70 sea shells. In the end, the ratio of the number of Mary's sea shells to that of Joseph became 1:5. (a) Find the number of sea shells that Joseph had in the beginning. (b) If twice the number of what Joseph had at first is equal to 5 times the number of Ann's shells, find the number of shells that Ann has.   Notes to students: ","355,142"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-2-1147,"The total number of trees in forest X and forest Y was 1290. 36 trees from forest X and 20% of the trees from forest Y were cut down to build a factory. As a result , the ratio of the number of trees in forest X to that in forest Y became 7:1. (a) Find the number of trees in forest X at first. (b) If 5:1 is the ratio of the number of trees in forest Z to that which forest Y had at first, find the number of trees in forest Z.   Notes to students: ","1100,950"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-2-1168,"The total number of pineapples in a basket and box was 645 in the morning. In the afternoon, 225 pineapples from the box and1616of the pineapples from the basket were sold. In the end, the ratio of the number of pineapples in the basket to that in the box became 1:3. (a) Find the initial number of pineapples in the box. (b) A crate can contain 65% more pineapples than the number of pineapples in a basket at first. Find the total number of pineapples in 3 such crates.   Notes to students: ","525,594"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-2-1173,"Warehouse A and warehouse B have a total of 5998 containers. 850 containers from warehouse B and a certain number of containers from warehouse A were shipped out. In the end, only712712of the original number of containers in warehouse A remained. The ratio of the number of containers in warehouse A to that in warehouse B subsequently became 1:3. (a) Find the number of containers in warehouse A in the beginning. (b) Find the remaining number of containers in warehouse B.   Notes to students:   ","1872,3276"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-3-1180,"The ratio of the population of village A to that of village B is 4:7. Some people left village A and village B. It was then observed that12of the population of village A had left for the city and there were 100 people who remained in village B. As a result, the ratio of the population of village A to village B became 2:5. What was the total population of village A and village B at first?",220
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-3-1182,"The ratio of the number of statues in museum A to that in museum B is 5:8. For maintenance work, some statues in both the museums had to be taken out. As a result, the ratio of the number of statues in museums A and B became 2:3 respectively. It was found that a quarter of the number of statues in museum A and 95 statues in museum B had been taken out for maintenance. Find the total number of statues in both the museums at first.",520
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-3-1194,A fruit stall contained mangoes and oranges in the ratio 2:3. 1313of the total mangoes and 910 oranges had been sold by the end of the day. It was observed that the ratio of mangoes to oranges became 4:7 in the end. Determine the total number of fruits that the stall had at first.,6825
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-3-1196,"Jerry bought some pens and pencils in the ratio of 2:5. After he sold 270 pencils and1414of the number of pens, the ratio of the number of pens to pencils became 3:8. A pen can be sold at a price of $1.20 The selling price of a pencil is712712of the selling price of a pen. The total cost inccured by Jerry to buy all the pens and pencils was $388. If Jerry managed to sell all the pens and pencils he had, how much money would he earn?",1205
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-4-1201,Luke and Adam travelled a total distance of 5040 km. 72% of the distance travelled by Luke is the same as 9% of the distance travelled by Adam. How much further does Adam travel than Luke?,3920
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-4-1206,"A train and a bus were seated to its maximum seating capacity before it arrived at Woodlay Interchange. 92.5% of the passengers in the train and 10% of the passengers in the bus alighted at Woodlay Interchange. Then, the total number of passengers in both the train and the bus became equal. The total seating capacity of the train and the bus is 2600. (a) What is the seating capacity of the train ? (b) How many more seats than the bus does the train have?   Notes to students:","2400,2200"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-4-1222,There are a total of 2160 parcels in a post office. 70% of the parcels to be delivered to town A is equal to 14% of the parcels to be delivered to town B. (a) Find the number of parcels to be delivered to town B. (b) How many less parcels to town A than town B need to be delivered?    Notes to students: ,"1800,1440"
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-5-1227,"Derek has 3 times as many flags as Martin. If Derek and Martin each give 20% of their flags to James, James will have 44 flags which is 110% of what he had originally. How many flags does Derek and Martin have in total?",20
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-5-1228,"Hazel has 7 times as many pencils as Susan. If Hazel and Susan each give 25% of their pencils to Trudy, Trudy will have 540 pencils which is 108% of her original number of pencils. How many pencils does Hazel have?",140
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-5-1229,"There are 4 times as many ball bearings in box A as there are in box B. If 10% of the ball bearings from box A and 20% of the ball bearings from box B are transferred to box C, box C will have 3420 ball bearings which is 25% more than what it had before. How many more ball bearings than box B did box A have at first?",3420
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-6-1231,"Hardy had some $1, $2 and $5 notes in his wallet . He went to the market to purchase some groceries. On returning home, he noticed that: 1) There were 10 more $1 notes. 2)1313of the original number of $2 notes remained. 3) The number of $5 notes had reduced by 5. In the end, the ratio of the number of $1 notes to $2 notes to $5 notes had become 1:2:3. If he had 145 notes at first, determine the total amount that Hardy went to the market with. ",435
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-6-1235,"Benjamin the billionaire had 432 cars in his garage. Some of them were red, some yellow and the remaining were silver coloured. 2323of the red cars and 24 yellow cars were sold by Benjamin and he purchased some silver coloured cars such that he now had 25% more silver coloured cars than before. Now, the ratio of the number of red to yellow to silver coloured cars became 3:4:5. Find the total number of cars in Benjamin's garage now. ",288
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-6-1237,"Three storage tanks A, B and C had a total of 8750 litres of sulphuric acid. A chemist used up3737of the acid from tank A. Another chemist added 350 litres of acid into tank B and tripled the quantity of acid in tank C. Then, the ratio of the quantity of acid in tanks A, B and C became 2:1:6. How much more acid was there in tank C than tank B at first?",1750
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-6-1241,"At first , the total number of ducks in ponds X, Y and Z was 144. 12of the ducks in pond X are sold and 12 ducks in pond Y are removed. Also, more ducks are purchased such that the number of ducks in pond Z tripled. Then, the ratio of the number of ducks in ponds X, Y and Z became 4:2:3. Find the total number of ducks in all the 3 ponds now.",108
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-7-1248,Farmer Tom had a certain number of animals on his farm. 15% of the animals were pigs and the rest were cows. 60 cows and 20 pigs were taken away for vaccination. The ratio of the number of remaining pigs to cows became 1:7. Find the total number of animals that the farmer had in the beginning.,400
Ratio & Percentage,https://www.singaporemathguru.com/question/primary-6-problem-sums-word-problems-ratio-amp-percentage-mix-it-up-mix-it-up-ratio-amp-percentage-exercise-7-1249,"There were a certain number of participants in a yoga class. 10% of the participants were women and the remaining participants were men. After a short while, 23 men and 7 women left the class. The number of remaining men became 11 times of the number of remaining women. Find the total number of participants in the yoga class at first.",270
